Model;Prompt;Repetition;Feedback_Round_0;Feedback_Round_1;Feedback_Round_2;Feedback_Round_3;Feedback_Round_4;Feedback_Round_5
gpt-oss_120b;6;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;6;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;7;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;6;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;60;0;syntax check failed;unit tests were successful
gpt-oss_120b;60;1;syntax check failed;unit tests were successful
gpt-oss_120b;60;2;syntax check failed;unit tests were successful
gpt-oss_120b;60;3;syntax check failed;unit tests were successful
gpt-oss_120b;60;4;unit tests were successful
gpt-oss_120b;60;5;syntax check failed;unit tests were successful
gpt-oss_120b;60;6;syntax check failed;unit tests were successful
gpt-oss_120b;60;7;syntax check failed;unit tests were successful
gpt-oss_120b;60;8;syntax check failed;unit tests were successful
gpt-oss_120b;60;9;syntax check failed;unit tests were successful
gpt-oss_120b;1;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;1;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;1;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;1;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed
gpt-oss_120b;1;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;1;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;syntax check failed
gpt-oss_120b;1;6;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit tests were successful
gpt-oss_120b;1;7;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;1;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;1;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;6;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;7;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;153;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;6;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;7;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;61;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;10;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;10;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;unit test failed
gpt-oss_120b;10;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit test failed;syntax check failed
gpt-oss_120b;10;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;10;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;10;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;10;6;syntax check failed;unit tests were successful
gpt-oss_120b;10;7;syntax check failed;unit test failed;unit test failed;unit tests were successful
gpt-oss_120b;10;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;10;9;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;0;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;1;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;2;syntax check failed;unit tests were successful
gpt-oss_120b;154;3;syntax check failed;unit tests were successful
gpt-oss_120b;154;4;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;5;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;6;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;7;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;154;8;syntax check failed;unit tests were successful
gpt-oss_120b;154;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;1;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;2;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;4;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;5;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;6;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;7;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;8;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;62;9;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;100;0;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;1;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;2;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;3;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;4;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;5;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;6;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;7;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;8;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;100;9;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;155;0;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;155;1;unit tests were successful
gpt-oss_120b;155;2;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;155;3;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed;syntax check failed
gpt-oss_120b;155;4;syntax check failed;syntax check failed;unit tests were successful
gpt-oss_120b;155;5;syntax check failed;unit tests were successful
